,Caudal afluente médio diário (m3/s),FLAG,Caudal afluente médio diário mensal (m3/s),FLAG,Caudal bombeado médio diário (m3/s),FLAG,Caudal descarregado médio diário (m3/s),FLAG,Caudal efluente médio diário (m3/s),FLAG,Caudal transferido horário (m3/s),FLAG,Caudal turbinado médio diário (m3/s),FLAG,Consumo para producão de energia mensal (dam3),FLAG,Consumo para usos diversos mensal (dam3),FLAG,Cota da albufeira (m),FLAG,Cota da albufeira na última hora (m),FLAG,Descarga de fundo mensal (dam3),FLAG,Descarga de superficie mensal (dam3),FLAG,Volume afluente Mensal (dam3),FLAG,Volume armazenado (convencional) (dam3),FLAG,Volume armazenado mensal (final do mês) (dam3),FLAG,Volume armazenado na última hora (dam3),FLAG,
01/01/2023 00:00,222.28,(vau),123.18,(vc),,,168.97,(vau),230.96,(vc),0,,61.99,(vau),,,,,157.31,(vau),,,,,,,329925.31,(vc),,,,,,,
01/01/2023 01:00,,,,,,,,,,,0,,,,,,,,157.12,(vau),,,,,,,,,,,,,,,
01/01/2023 02:00,,,,,,,,,,,0,,,,,,,,156.99,(vau),,,,,,,,,,,,,,,
01/01/2023 03:00,,,,,,,,,,,0,,,,,,,,156.77,(vau),,,,,,,,,,,,,,,
01/01/2023 04:00,,,,,,,,,,,0,,,,,,,,156.62,(vau),,,,,,,,,,,,,,,
01/01/2023 05:00,,,,,,,,,,,0,,,,,,,,156.32,(vau),,,,,,,,,,,,,,,
01/01/2023 06:00,,,,,,,,,,,0,,,,,,,,156.02,(vau),,,,,,,,,,,,,,,
01/01/2023 07:00,,,,,,,,,,,0,,,,,,,,155.79,(vau),,,,,,,,,,,,,,,
01/01/2023 08:00,,,,,,,,,,,0,,,,,,,,155.63,(vau),,,,,,,,,,,,,,,
01/01/2023 09:00,,,,,,,,,,,0,,,,,,,,155.62,(vau),,,,,,,,,,,,,,,
01/01/2023 10:00,,,,,,,,,,,0,,,,,,,,155.65,(vau),,,,,,,,,,,,,,,
01/01/2023 11:00,,,,,,,,,,,0,,,,,,,,155.64,(vau),,,,,,,,,,,,,,,
01/01/2023 12:00,,,,,,,,,,,0,,,,,,,,155.87,(vau),,,,,,,,,,,,,,,
01/01/2023 13:00,,,,,,,,,,,0,,,,,,,,156.05,(vau),,,,,,,,,,,,,,,
01/01/2023 14:00,,,,,,,,,,,0,,,,,,,,156.19,(vau),,,,,,,,,,,,,,,
01/01/2023 15:00,,,,,,,,,,,0,,,,,,,,156.36,(vau),,,,,,,,,,,,,,,
01/01/2023 16:00,,,,,,,,,,,0,,,,,,,,156.6,(vau),,,,,,,,,,,,,,,
01/01/2023 17:00,,,,,,,,,,,0,,,,,,,,156.8,(vau),,,,,,,,,,,,,,,
01/01/2023 18:00,,,,,,,,,,,0,,,,,,,,156.85,(vau),,,,,,,,,,,,,,,
01/01/2023 19:00,,,,,,,,,,,0,,,,,,,,156.82,(vau),,,,,,,,,,,,,,,
01/01/2023 20:00,,,,,,,,,,,0,,,,,,,,156.82,(vau),,,,,,,,,,,,,,,
01/01/2023 21:00,,,,,,,,,,,0,,,,,,,,156.84,(vau),,,,,,,,,,,,,,,
01/01/2023 22:00,,,,,,,,,,,0,,,,,,,,156.85,(vau),,,,,,,,,,,,,,,
01/01/2023 23:00,,,,,,,,,,,0,,,,,,,,156.84,(vau),156.84,,,,,,,,,,,,129410,,
02/01/2023 00:00,245.86,(vau),,,,,114.21,(vau),182.21,(vc),0,,68,(vau),,,,,156.79,(vau),,,,,,,,,,,,,,,
02/01/2023 01:00,,,,,,,,,,,0,,,,,,,,156.65,(vau),,,,,,,,,,,,,,,
02/01/2023 02:00,,,,,,,,,,,0,,,,,,,,156.58,(vau),,,,,,,,,,,,,,,
02/01/2023 03:00,,,,,,,,,,,0,,,,,,,,156.58,(vau),,,,,,,,,,,,,,,
02/01/2023 04:00,,,,,,,,,,,0,,,,,,,,156.51,(vau),,,,,,,,,,,,,,,
02/01/2023 05:00,,,,,,,,,,,0,,,,,,,,156.41,(vau),,,,,,,,,,,,,,,
02/01/2023 06:00,,,,,,,,,,,0,,,,,,,,156.44,(vau),,,,,,,,,,,,,,,
02/01/2023 07:00,,,,,,,,,,,0,,,,,,,,156.38,(vau),,,,,,,,,,,,,,,
02/01/2023 08:00,,,,,,,,,,,0,,,,,,,,156.3,(vau),,,,,,,,,,,,,,,
02/01/2023 09:00,,,,,,,,,,,0,,,,,,,,156.3,(vau),,,,,,,,,,,,,,,
02/01/2023 10:00,,,,,,,,,,,0,,,,,,,,156.33,(vau),,,,,,,,,,,,,,,
02/01/2023 11:00,,,,,,,,,,,0,,,,,,,,156.36,(vau),,,,,,,,,,,,,,,
02/01/2023 12:00,,,,,,,,,,,0,,,,,,,,156.51,(vau),,,,,,,,,,,,,,,
02/01/2023 13:00,,,,,,,,,,,0,,,,,,,,156.69,(vau),,,,,,,,,,,,,,,
02/01/2023 14:00,,,,,,,,,,,0,,,,,,,,156.84,(vau),,,,,,,,,,,,,,,
02/01/2023 15:00,,,,,,,,,,,0,,,,,,,,156.99,(vau),,,,,,,,,,,,,,,
02/01/2023 16:00,,,,,,,,,,,0,,,,,,,,157.08,(vau),,,,,,,,,,,,,,,
02/01/2023 17:00,,,,,,,,,,,0,,,,,,,,157.16,(vau),,,,,,,,,,,,,,,
02/01/2023 18:00,,,,,,,,,,,0,,,,,,,,157.24,(vau),,,,,,,,,,,,,,,
02/01/2023 19:00,,,,,,,,,,,0,,,,,,,,157.4,(vau),,,,,,,,,,,,,,,
02/01/2023 20:00,,,,,,,,,,,0,,,,,,,,157.57,(vau),,,,,,,,,,,,,,,
02/01/2023 21:00,,,,,,,,,,,0,,,,,,,,157.69,(vau),,,,,,,,,,,,,,,
02/01/2023 22:00,,,,,,,,,,,0,,,,,,,,157.83,(vau),,,,,,,,,,,,,,,
02/01/2023 23:00,,,,,,,,,,,0,,,,,,,,156.36,(vdd),156.36,(vdd),,,,,,,127030,,,,127030,,
03/01/2023 00:00,112.7,(vau),,,,,0,(vau),68,(vc),0,,68,(vau),,,,,157.88,(vau),,,,,,,,,,,,,,,
03/01/2023 01:00,,,,,,,,,,,0,,,,,,,,157.85,(vau),,,,,,,,,,,,,,,
03/01/2023 02:00,,,,,,,,,,,0,,,,,,,,157.87,(vau),,,,,,,,,,,,,,,
03/01/2023 03:00,,,,,,,,,,,0,,,,,,,,157.83,(vau),,,,,,,,,,,,,,,
03/01/2023 04:00,,,,,,,,,,,0,,,,,,,,157.84,(vau),,,,,,,,,,,,,,,
03/01/2023 05:00,,,,,,,,,,,0,,,,,,,,157.88,(vau),,,,,,,,,,,,,,,
03/01/2023 06:00,,,,,,,,,,,0,,,,,,,,157.87,(vau),,,,,,,,,,,,,,,
03/01/2023 07:00,,,,,,,,,,,0,,,,,,,,157.91,(vau),,,,,,,,,,,,,,,
03/01/2023 08:00,,,,,,,,,,,0,,,,,,,,158.1,(vau),,,,,,,,,,,,,,,
03/01/2023 09:00,,,,,,,,,,,0,,,,,,,,158.27,(vau),,,,,,,,,,,,,,,
03/01/2023 10:00,,,,,,,,,,,0,,,,,,,,158.28,(vau),,,,,,,,,,,,,,,
03/01/2023 11:00,,,,,,,,,,,0,,,,,,,,158.35,(vau),,,,,,,,,,,,,,,
03/01/2023 12:00,,,,,,,,,,,0,,,,,,,,158.35,(vau),,,,,,,,,,,,,,,
03/01/2023 13:00,,,,,,,,,,,0,,,,,,,,158.27,(vau),,,,,,,,,,,,,,,
03/01/2023 14:00,,,,,,,,,,,0,,,,,,,,158.27,(vau),,,,,,,,,,,,,,,
03/01/2023 15:00,,,,,,,,,,,0,,,,,,,,158.21,(vau),,,,,,,,,,,,,,,
03/01/2023 16:00,,,,,,,,,,,0,,,,,,,,158.19,(vau),,,,,,,,,,,,,,,
03/01/2023 17:00,,,,,,,,,,,0,,,,,,,,158.27,(vau),,,,,,,,,,,,,,,
03/01/2023 18:00,,,,,,,,,,,0,,,,,,,,158.43,(vau),,,,,,,,,,,,,,,
03/01/2023 19:00,,,,,,,,,,,0,,,,,,,,158.59,(vau),,,,,,,,,,,,,,,
03/01/2023 20:00,,,,,,,,,,,0,,,,,,,,158.68,(vau),,,,,,,,,,,,,,,
03/01/2023 21:00,,,,,,,,,,,0,,,,,,,,158.68,(vau),,,,,,,,,,,,,,,
03/01/2023 22:00,,,,,,,,,,,0,,,,,,,,158.66,(vau),,,,,,,,,,,,,,,
03/01/2023 23:00,,,,,,,,,,,0,,,,,,,,158.6,(vau),158.6,(vau),,,,,,,,,,,138320,,
04/01/2023 00:00,109.9,(vau),,,,,14.24,(vau),82.24,(vc),0,,68,(vau),,,,,158.6,(vau),,,,,,,,,,,,,,,
04/01/2023 01:00,,,,,,,,,,,0,,,,,,,,158.52,(vau),,,,,,,,,,,,,,,
04/01/2023 02:00,,,,,,,,,,,0,,,,,,,,158.52,(vau),,,,,,,,,,,,,,,
04/01/2023 03:00,,,,,,,,,,,0,,,,,,,,158.52,(vau),,,,,,,,,,,,,,,
04/01/2023 04:00,,,,,,,,,,,0,,,,,,,,158.44,(vau),,,,,,,,,,,,,,,
04/01/2023 05:00,,,,,,,,,,,0,,,,,,,,158.51,(vau),,,,,,,,,,,,,,,
04/01/2023 06:00,,,,,,,,,,,0,,,,,,,,158.44,(vau),,,,,,,,,,,,,,,
04/01/2023 07:00,,,,,,,,,,,0,,,,,,,,158.43,(vau),,,,,,,,,,,,,,,
04/01/2023 08:00,,,,,,,,,,,0,,,,,,,,158.52,(vau),,,,,,,,,,,,,,,
04/01/2023 09:00,,,,,,,,,,,0,,,,,,,,158.72,(vau),,,,,,,,,,,,,,,
04/01/2023 10:00,,,,,,,,,,,0,,,,,,,,158.72,(vau),,,,,,,,,,,,,,,
04/01/2023 11:00,,,,,,,,,,,0,,,,,,,,158.8,(vau),,,,,,,,,,,,,,,
04/01/2023 12:00,,,,,,,,,,,0,,,,,,,,158.83,(vau),,,,,,,,,,,,,,,
04/01/2023 13:00,,,,,,,,,,,0,,,,,,,,158.73,(vau),,,,,,,,,,,,,,,
04/01/2023 14:00,,,,,,,,,,,0,,,,,,,,158.69,(vau),,,,,,,,,,,,,,,
04/01/2023 15:00,,,,,,,,,,,0,,,,,,,,158.71,(vau),,,,,,,,,,,,,,,
04/01/2023 16:00,,,,,,,,,,,0,,,,,,,,158.6,(vau),,,,,,,,,,,,,,,
04/01/2023 17:00,,,,,,,,,,,0,,,,,,,,158.72,(vau),,,,,,,,,,,,,,,
04/01/2023 18:00,,,,,,,,,,,0,,,,,,,,158.87,(vau),,,,,,,,,,,,,,,
04/01/2023 19:00,,,,,,,,,,,0,,,,,,,,158.87,(vau),,,,,,,,,,,,,,,
04/01/2023 20:00,,,,,,,,,,,0,,,,,,,,159.02,(vau),,,,,,,,,,,,,,,
04/01/2023 21:00,,,,,,,,,,,0,,,,,,,,159.07,(vau),,,,,,,,,,,,,,,
04/01/2023 22:00,,,,,,,,,,,0,,,,,,,,158.95,(vau),,,,,,,,,,,,,,,
04/01/2023 23:00,,,,,,,,,,,0,,,,,,,,158.99,(vau),158.99,(vau),,,,,,,,,,,140440,,
05/01/2023 00:00,124.52,(vau),,,,,78.67,(vau),146.67,(vc),0,,68,(vau),,,,,158.91,(vau),,,,,,,,,,,,,,,
05/01/2023 01:00,,,,,,,,,,,0,,,,,,,,158.88,(vau),,,,,,,,,,,,,,,
05/01/2023 02:00,,,,,,,,,,,0,,,,,,,,158.88,(vau),,,,,,,,,,,,,,,
05/01/2023 03:00,,,,,,,,,,,0,,,,,,,,158.76,(vau),,,,,,,,,,,,,,,
05/01/2023 04:00,,,,,,,,,,,0,,,,,,,,158.76,(vau),,,,,,,,,,,,,,,
05/01/2023 05:00,,,,,,,,,,,0,,,,,,,,158.7,(vau),,,,,,,,,,,,,,,
05/01/2023 06:00,,,,,,,,,,,0,,,,,,,,158.6,(vau),,,,,,,,,,,,,,,
05/01/2023 07:00,,,,,,,,,,,0,,,,,,,,158.6,(vau),,,,,,,,,,,,,,,
05/01/2023 08:00,,,,,,,,,,,0,,,,,,,,158.7,(vau),,,,,,,,,,,,,,,
05/01/2023 09:00,,,,,,,,,,,0,,,,,,,,158.73,(vau),,,,,,,,,,,,,,,
05/01/2023 10:00,,,,,,,,,,,0,,,,,,,,158.74,(vau),,,,,,,,,,,,,,,
05/01/2023 11:00,,,,,,,,,,,0,,,,,,,,158.66,(vau),,,,,,,,,,,,,,,
05/01/2023 12:00,,,,,,,,,,,0,,,,,,,,158.55,(vau),,,,,,,,,,,,,,,
05/01/2023 13:00,,,,,,,,,,,0,,,,,,,,158.52,(vau),,,,,,,,,,,,,,,
05/01/2023 14:00,,,,,,,,,,,0,,,,,,,,158.36,(vau),,,,,,,,,,,,,,,
05/01/2023 15:00,,,,,,,,,,,0,,,,,,,,158.28,(vau),,,,,,,,,,,,,,,
05/01/2023 16:00,,,,,,,,,,,0,,,,,,,,158.26,(vau),,,,,,,,,,,,,,,
05/01/2023 17:00,,,,,,,,,,,0,,,,,,,,158.19,(vau),,,,,,,,,,,,,,,
05/01/2023 18:00,,,,,,,,,,,0,,,,,,,,158.29,(vau),,,,,,,,,,,,,,,
05/01/2023 19:00,,,,,,,,,,,0,,,,,,,,158.37,(vau),,,,,,,,,,,,,,,
05/01/2023 20:00,,,,,,,,,,,0,,,,,,,,158.43,(vau),,,,,,,,,,,,,,,
05/01/2023 21:00,,,,,,,,,,,0,,,,,,,,158.52,(vau),,,,,,,,,,,,,,,
05/01/2023 22:00,,,,,,,,,,,0,,,,,,,,158.6,(vau),,,,,,,,,,,,,,,
05/01/2023 23:00,,,,,,,,,,,0,,,,,,,,158.59,(vau),158.59,(vau),,,,,,,,,,,138270,,
06/01/2023 00:00,256.63,(vau),,,,,140.13,(vau),208.13,(vc),0,,68,(vau),,,,,158.59,(vau),,,,,,,,,,,,,,,
06/01/2023 01:00,,,,,,,,,,,0,,,,,,,,158.7,(vau),,,,,,,,,,,,,,,
06/01/2023 02:00,,,,,,,,,,,0,,,,,,,,158.76,(vau),,,,,,,,,,,,,,,
06/01/2023 03:00,,,,,,,,,,,0,,,,,,,,158.82,(vau),,,,,,,,,,,,,,,
06/01/2023 04:00,,,,,,,,,,,0,,,,,,,,158.9,(vau),,,,,,,,,,,,,,,
06/01/2023 05:00,,,,,,,,,,,0,,,,,,,,158.96,(vau),,,,,,,,,,,,,,,
06/01/2023 06:00,,,,,,,,,,,0,,,,,,,,159.05,(vau),,,,,,,,,,,,,,,
06/01/2023 07:00,,,,,,,,,,,0,,,,,,,,159.1,(vau),,,,,,,,,,,,,,,
06/01/2023 08:00,,,,,,,,,,,0,,,,,,,,159.18,(vau),,,,,,,,,,,,,,,
06/01/2023 09:00,,,,,,,,,,,0,,,,,,,,159.24,(vau),,,,,,,,,,,,,,,
06/01/2023 10:00,,,,,,,,,,,0,,,,,,,,159.27,(vau),,,,,,,,,,,,,,,
06/01/2023 11:00,,,,,,,,,,,0,,,,,,,,159.3,(vau),,,,,,,,,,,,,,,
06/01/2023 12:00,,,,,,,,,,,0,,,,,,,,159.34,(vau),,,,,,,,,,,,,,,
06/01/2023 13:00,,,,,,,,,,,0,,,,,,,,159.35,(vau),,,,,,,,,,,,,,,
06/01/2023 14:00,,,,,,,,,,,0,,,,,,,,159.38,(vau),,,,,,,,,,,,,,,
06/01/2023 15:00,,,,,,,,,,,0,,,,,,,,159.4,(vau),,,,,,,,,,,,,,,
06/01/2023 16:00,,,,,,,,,,,0,,,,,,,,159.41,(vau),,,,,,,,,,,,,,,
06/01/2023 17:00,,,,,,,,,,,0,,,,,,,,159.4,(vau),,,,,,,,,,,,,,,
06/01/2023 18:00,,,,,,,,,,,0,,,,,,,,159.41,(vau),,,,,,,,,,,,,,,
06/01/2023 19:00,,,,,,,,,,,0,,,,,,,,159.4,(vau),,,,,,,,,,,,,,,
06/01/2023 20:00,,,,,,,,,,,0,,,,,,,,159.38,(vau),,,,,,,,,,,,,,,
06/01/2023 21:00,,,,,,,,,,,0,,,,,,,,159.35,(vau),,,,,,,,,,,,,,,
06/01/2023 22:00,,,,,,,,,,,0,,,,,,,,159.33,(vau),,,,,,,,,,,,,,,
06/01/2023 23:00,,,,,,,,,,,0,,,,,,,,159.3,(vau),159.3,(vau),,,,,,,,,,,142190,,
07/01/2023 00:00,178.83,(vau),,,,,117.97,(vau),185.57,(vc),0,,67.6,(vau),,,,,159.28,(vau),,,,,,,,,,,,,,,
07/01/2023 01:00,,,,,,,,,,,0,,,,,,,,159.32,(vau),,,,,,,,,,,,,,,
07/01/2023 02:00,,,,,,,,,,,0,,,,,,,,159.2,(vau),,,,,,,,,,,,,,,
07/01/2023 03:00,,,,,,,,,,,0,,,,,,,,159.07,(vau),,,,,,,,,,,,,,,
07/01/2023 04:00,,,,,,,,,,,0,,,,,,,,159.08,(vau),,,,,,,,,,,,,,,
07/01/2023 05:00,,,,,,,,,,,0,,,,,,,,158.93,(vau),,,,,,,,,,,,,,,
07/01/2023 06:00,,,,,,,,,,,0,,,,,,,,158.82,(vau),,,,,,,,,,,,,,,
07/01/2023 07:00,,,,,,,,,,,0,,,,,,,,158.8,(vau),,,,,,,,,,,,,,,
07/01/2023 08:00,,,,,,,,,,,0,,,,,,,,158.71,(vau),,,,,,,,,,,,,,,
07/01/2023 09:00,,,,,,,,,,,0,,,,,,,,158.68,(vau),,,,,,,,,,,,,,,
07/01/2023 10:00,,,,,,,,,,,0,,,,,,,,158.74,(vau),,,,,,,,,,,,,,,
07/01/2023 11:00,,,,,,,,,,,0,,,,,,,,158.7,(vau),,,,,,,,,,,,,,,
07/01/2023 12:00,,,,,,,,,,,0,,,,,,,,158.74,(vau),,,,,,,,,,,,,,,
07/01/2023 13:00,,,,,,,,,,,0,,,,,,,,158.77,(vau),,,,,,,,,,,,,,,
07/01/2023 14:00,,,,,,,,,,,0,,,,,,,,158.79,(vau),,,,,,,,,,,,,,,
07/01/2023 15:00,,,,,,,,,,,0,,,,,,,,158.8,(vau),,,,,,,,,,,,,,,
07/01/2023 16:00,,,,,,,,,,,0,,,,,,,,158.7,(vau),,,,,,,,,,,,,,,
07/01/2023 17:00,,,,,,,,,,,0,,,,,,,,158.8,(vau),,,,,,,,,,,,,,,
07/01/2023 18:00,,,,,,,,,,,0,,,,,,,,158.82,(vau),,,,,,,,,,,,,,,
07/01/2023 19:00,,,,,,,,,,,0,,,,,,,,158.9,(vau),,,,,,,,,,,,,,,
07/01/2023 20:00,,,,,,,,,,,0,,,,,,,,159.01,(vau),,,,,,,,,,,,,,,
07/01/2023 21:00,,,,,,,,,,,0,,,,,,,,159.08,(vau),,,,,,,,,,,,,,,
07/01/2023 22:00,,,,,,,,,,,0,,,,,,,,159.1,(vau),,,,,,,,,,,,,,,
07/01/2023 23:00,,,,,,,,,,,0,,,,,,,,159.15,(vau),159.15,,,,,,,,,,,,141340,,
08/01/2023 00:00,104.35,(vau),,,,,32.83,(vau),100.83,(vc),0,,68,(vau),,,,,159.12,(vau),,,,,,,,,,,,,,,
08/01/2023 01:00,,,,,,,,,,,0,,,,,,,,159.04,(vau),,,,,,,,,,,,,,,
08/01/2023 02:00,,,,,,,,,,,0,,,,,,,,159.07,(vau),,,,,,,,,,,,,,,
08/01/2023 03:00,,,,,,,,,,,0,,,,,,,,159.07,(vau),,,,,,,,,,,,,,,
08/01/2023 04:00,,,,,,,,,,,0,,,,,,,,159.03,(vau),,,,,,,,,,,,,,,
08/01/2023 05:00,,,,,,,,,,,0,,,,,,,,159.07,(vau),,,,,,,,,,,,,,,
08/01/2023 06:00,,,,,,,,,,,0,,,,,,,,159.09,(vau),,,,,,,,,,,,,,,
08/01/2023 07:00,,,,,,,,,,,0,,,,,,,,159.16,(vau),,,,,,,,,,,,,,,
08/01/2023 08:00,,,,,,,,,,,0,,,,,,,,159.15,(vau),,,,,,,,,,,,,,,
08/01/2023 09:00,,,,,,,,,,,0,,,,,,,,159.08,(vau),,,,,,,,,,,,,,,
08/01/2023 10:00,,,,,,,,,,,0,,,,,,,,159.2,(vau),,,,,,,,,,,,,,,
08/01/2023 11:00,,,,,,,,,,,0,,,,,,,,159.23,(vau),,,,,,,,,,,,,,,
08/01/2023 12:00,,,,,,,,,,,0,,,,,,,,159.16,(vau),,,,,,,,,,,,,,,
08/01/2023 13:00,,,,,,,,,,,0,,,,,,,,159.15,(vau),,,,,,,,,,,,,,,
08/01/2023 14:00,,,,,,,,,,,0,,,,,,,,158.92,(vau),,,,,,,,,,,,,,,
08/01/2023 15:00,,,,,,,,,,,0,,,,,,,,158.99,(vau),,,,,,,,,,,,,,,
08/01/2023 16:00,,,,,,,,,,,0,,,,,,,,158.99,(vau),,,,,,,,,,,,,,,
08/01/2023 17:00,,,,,,,,,,,0,,,,,,,,158.9,(vau),,,,,,,,,,,,,,,
08/01/2023 18:00,,,,,,,,,,,0,,,,,,,,158.88,(vau),,,,,,,,,,,,,,,
08/01/2023 19:00,,,,,,,,,,,0,,,,,,,,158.91,(vau),,,,,,,,,,,,,,,
08/01/2023 20:00,,,,,,,,,,,0,,,,,,,,158.83,(vau),,,,,,,,,,,,,,,
08/01/2023 21:00,,,,,,,,,,,0,,,,,,,,159.07,(vau),,,,,,,,,,,,,,,
08/01/2023 22:00,,,,,,,,,,,0,,,,,,,,158.92,(vau),,,,,,,,,,,,,,,
08/01/2023 23:00,,,,,,,,,,,0,,,,,,,,161.29,(vdd),158.84,,,,,,,,154000,,,,154000,,
09/01/2023 00:00,155.65,(vau),,,,,32.4,(vau),100.04,(vc),0,,67.65,(vau),,,,,158.91,(vau),,,,,,,,,,,,,,,
09/01/2023 01:00,,,,,,,,,,,0,,,,,,,,158.82,(vau),,,,,,,,,,,,,,,
09/01/2023 02:00,,,,,,,,,,,0,,,,,,,,158.77,(vau),,,,,,,,,,,,,,,
09/01/2023 03:00,,,,,,,,,,,0,,,,,,,,158.79,(vau),,,,,,,,,,,,,,,
09/01/2023 04:00,,,,,,,,,,,0,,,,,,,,158.68,(vau),,,,,,,,,,,,,,,
09/01/2023 05:00,,,,,,,,,,,0,,,,,,,,158.82,(vau),,,,,,,,,,,,,,,
09/01/2023 06:00,,,,,,,,,,,0,,,,,,,,158.72,(vau),,,,,,,,,,,,,,,
09/01/2023 07:00,,,,,,,,,,,0,,,,,,,,158.74,(vau),,,,,,,,,,,,,,,
09/01/2023 08:00,,,,,,,,,,,0,,,,,,,,158.94,(vau),,,,,,,,,,,,,,,
09/01/2023 09:00,,,,,,,,,,,0,,,,,,,,158.98,(vau),,,,,,,,,,,,,,,
09/01/2023 10:00,,,,,,,,,,,0,,,,,,,,158.99,(vau),,,,,,,,,,,,,,,
09/01/2023 11:00,,,,,,,,,,,0,,,,,,,,159.19,(vau),,,,,,,,,,,,,,,
09/01/2023 12:00,,,,,,,,,,,0,,,,,,,,159.16,(vau),,,,,,,,,,,,,,,
09/01/2023 13:00,,,,,,,,,,,0,,,,,,,,159.16,(vau),,,,,,,,,,,,,,,
09/01/2023 14:00,,,,,,,,,,,0,,,,,,,,159.16,(vau),,,,,,,,,,,,,,,
09/01/2023 15:00,,,,,,,,,,,0,,,,,,,,159.08,(vau),,,,,,,,,,,,,,,
09/01/2023 16:00,,,,,,,,,,,0,,,,,,,,159.16,(vau),,,,,,,,,,,,,,,
09/01/2023 17:00,,,,,,,,,,,0,,,,,,,,159.24,(vau),,,,,,,,,,,,,,,
09/01/2023 18:00,,,,,,,,,,,0,,,,,,,,159.21,(vau),,,,,,,,,,,,,,,
09/01/2023 19:00,,,,,,,,,,,0,,,,,,,,159.29,(vau),,,,,,,,,,,,,,,
09/01/2023 20:00,,,,,,,,,,,0,,,,,,,,159.35,(vau),,,,,,,,,,,,,,,
09/01/2023 21:00,,,,,,,,,,,0,,,,,,,,159.46,(vau),,,,,,,,,,,,,,,
09/01/2023 22:00,,,,,,,,,,,0,,,,,,,,159.63,(vau),,,,,,,,,,,,,,,
09/01/2023 23:00,,,,,,,,,,,0,,,,,,,,158.94,(vdd),159.64,,,,,,,,140000,,,,140000,,
10/01/2023 00:00,107.36,(vau),,,,,36.2,(vau),104.2,(vc),0,,68,(vau),,,,,159.73,(vau),,,,,,,,,,,,,,,
10/01/2023 01:00,,,,,,,,,,,0,,,,,,,,159.72,(vau),,,,,,,,,,,,,,,
10/01/2023 02:00,,,,,,,,,,,0,,,,,,,,159.62,(vau),,,,,,,,,,,,,,,
10/01/2023 03:00,,,,,,,,,,,0,,,,,,,,159.63,(vau),,,,,,,,,,,,,,,
10/01/2023 04:00,,,,,,,,,,,0,,,,,,,,159.54,(vau),,,,,,,,,,,,,,,
10/01/2023 05:00,,,,,,,,,,,0,,,,,,,,159.48,(vau),,,,,,,,,,,,,,,
10/01/2023 06:00,,,,,,,,,,,0,,,,,,,,159.47,(vau),,,,,,,,,,,,,,,
10/01/2023 07:00,,,,,,,,,,,0,,,,,,,,159.41,(vau),,,,,,,,,,,,,,,
10/01/2023 08:00,,,,,,,,,,,0,,,,,,,,159.49,(vau),,,,,,,,,,,,,,,
10/01/2023 09:00,,,,,,,,,,,0,,,,,,,,159.64,(vau),,,,,,,,,,,,,,,
10/01/2023 10:00,,,,,,,,,,,0,,,,,,,,159.64,(vau),,,,,,,,,,,,,,,
10/01/2023 11:00,,,,,,,,,,,0,,,,,,,,159.73,(vau),,,,,,,,,,,,,,,
10/01/2023 12:00,,,,,,,,,,,0,,,,,,,,159.79,(vau),,,,,,,,,,,,,,,
10/01/2023 13:00,,,,,,,,,,,0,,,,,,,,159.79,(vau),,,,,,,,,,,,,,,
10/01/2023 14:00,,,,,,,,,,,0,,,,,,,,159.8,(vau),,,,,,,,,,,,,,,
10/01/2023 15:00,,,,,,,,,,,0,,,,,,,,159.7,(vau),,,,,,,,,,,,,,,
10/01/2023 16:00,,,,,,,,,,,0,,,,,,,,159.73,(vau),,,,,,,,,,,,,,,
10/01/2023 17:00,,,,,,,,,,,0,,,,,,,,159.79,(vau),,,,,,,,,,,,,,,
10/01/2023 18:00,,,,,,,,,,,0,,,,,,,,159.8,(vau),,,,,,,,,,,,,,,
10/01/2023 19:00,,,,,,,,,,,0,,,,,,,,159.95,(vau),,,,,,,,,,,,,,,
10/01/2023 20:00,,,,,,,,,,,0,,,,,,,,159.87,(vau),,,,,,,,,,,,,,,
10/01/2023 21:00,,,,,,,,,,,0,,,,,,,,159.8,(vau),,,,,,,,,,,,,,,
10/01/2023 22:00,,,,,,,,,,,0,,,,,,,,159.72,(vau),,,,,,,,,,,,,,,
10/01/2023 23:00,,,,,,,,,,,0,,,,,,,,159.64,(vau),159.64,(vau),,,,,,,,,,,144150,,
11/01/2023 00:00,110.99,(vau),,,,,35.76,(vau),103.76,(vc),0,,68,(vau),,,,,159.63,(vau),,,,,,,,,,,,,,,
11/01/2023 01:00,,,,,,,,,,,0,,,,,,,,159.56,(vau),,,,,,,,,,,,,,,
11/01/2023 02:00,,,,,,,,,,,0,,,,,,,,159.48,(vau),,,,,,,,,,,,,,,
11/01/2023 03:00,,,,,,,,,,,0,,,,,,,,159.54,(vau),,,,,,,,,,,,,,,
11/01/2023 04:00,,,,,,,,,,,0,,,,,,,,159.49,(vau),,,,,,,,,,,,,,,
11/01/2023 05:00,,,,,,,,,,,0,,,,,,,,159.48,(vau),,,,,,,,,,,,,,,
11/01/2023 06:00,,,,,,,,,,,0,,,,,,,,159.46,(vau),,,,,,,,,,,,,,,
11/01/2023 07:00,,,,,,,,,,,0,,,,,,,,159.4,(vau),,,,,,,,,,,,,,,
11/01/2023 08:00,,,,,,,,,,,0,,,,,,,,159.48,(vau),,,,,,,,,,,,,,,
11/01/2023 09:00,,,,,,,,,,,0,,,,,,,,159.49,(vau),,,,,,,,,,,,,,,
